1.712054, 4.455688, -1.805771
0.06755159, -0.0001406942, -167.4435
0.04291132, 0.008487321, -168.4069
-3.680534, -0.7344113, -152.7679
-3.740861, 0.2434167, -152.8003
-1.281947, -1.427697, 29.39526
-6.015064, -0.5408661, -169.8747
-3.974273, 0.418408, -11.54573
-3.97767, -0.4472828, -19.70192
-3.133847, -0.3495116, -19.11821
-10.10618, -1.952367, -4.425558
2.618172, -2.448267, -6.011052
-6.983975, -5.476011, -34.83564
-10.11447, -5.569705, -26.68327
0.2803291, -2.270226, -49.44526
-4.724252, -0.900288, 110.7257
-7.42895, 1.522674, 66.57418
-12.16621, -2.620179, 23.4754
-0.2930252, 0.9404822, 23.00607
3.772892, 1.803731, -69.39811
-6.304292, -0.3709042, 133.2886
-1.085805, -3.869313, 84.4428
-4.680264, 0.2323062, 152.5242
-9.496132, 1.261976, 150.037
-13.1971, -1.489492, -5.943363
-2.772174, -0.02027915, -79.52428
-3.576385, 0.8878179, 90.50217
-0.04710949, 0.001555045, 165.2583
-11.4371, 1.01455, -19.49941
-3.577483, 1.302159, -12.68511
-7.020456, -6.564682, -139.3873
0.7157973, -0.6435332, 76.87205
-0.1133627, -0.001508885, -10.67199
0.06459963, -0.006120992, -11.7856
-4.579574, -1.870008, 82.20652
-4.777768, 3.533252, -45.6826
-11.41518, -0.9343581, -70.2144
1.902398, 0.4854487, 76.77911
1.957684, 0.09186727, -2.106566
0.01231327, 0.04425052, -14.20546
-2.907185, 1.845402, -55.65121
5.390535, -1.709219, -123.8739
-1.23226, 0.03243961, 44.36397
-0.8325737, -0.3789814, 49.65953
1.245079, 0.358366, 158.6235
0.5585702, 2.593688, 162.2038
7.174497, 5.388414, -178.3465
4.827172, -1.46066, 4.371185
-1.577052, -0.3801843, 25.95021
0.7149996, -3.183876, -149.2991
-4.930686, -4.416748, -125.3353
0.1460951, 0.08334693, -31.04188
-6.534555, -6.102291, 166.2706
-7.534741, -5.390661, 157.4376
-0.03736975, 0.02396992, 62.73277
6.311143, -0.6189847, -129.9078
2.387848, -0.2316465, 14.56413
-0.03821516, 0.01130234, 28.72975
-0.2022803, 0.01003008, 25.96064
0.9161824, 0.2243012, -160.4662
